,video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description,video_Address,publishedAt_specific_date
3192,8smRDD5m5nM,“와라.” 진 성우님께서 읽어주시는 프리시즌 패치노트 하이라이트｜10.23 LOL 패치노트 하이라이트 - 리그 오브 레전드,2020-11-10 23:03:21,UCooLkG0FfrkPBQsSuC95L6w,League of Legends - Korea,20,2020-11-17 00:00:00,리그오브레전드|롤|패치노트|LoL|하이라이트|패치노트 하이라이트|프리시즌|라이엇|라이엇 게임|10.23 하이라이트|진,486033,8446,122,1626,https://i.ytimg.com/vi/8smRDD5m5nM/default.jpg,False,False,"이번 10.23 패치는 2020 시즌 랭크가 종료되고 프리시즌이 시작되는 패치입니다. 대규모의 아이템, 랭크, 챔피언의 변경 소식이 있는 만큼, 하이라이트도 챙겨보시고 패치노트도 같이 챙겨보시길 바랍니다! (Narr. 진 표영재 성우님)#패치노트#진성우님#존버성공✅ 리그 오브 레전드 회원가입 & 다운로드👉 https://kr.leagueoflegends.com/ko-kr/✅ 리그 오브 레전드(LoL) 공식 페이스북👉 https://www.facebook.com/LeagueofLegendsKor/",https://www.youtube.com/watch?v=8smRDD5m5nM,2020-11-10
3193,oKJeIrhwzNE,"한화 사장 급선회 이유...이용규, 5천만원 가능? 키움행 비하인드",2020-11-10 23:03:39,UCgIArNc-zdwFDmZm0X9QE_A,야구부장의 크보 핵인싸,17,2020-11-17 00:00:00,[None],319743,3739,264,877,https://i.ytimg.com/vi/oKJeIrhwzNE/default.jpg,False,False,,https://www.youtube.com/watch?v=oKJeIrhwzNE,2020-11-10
3194,d4mz2h9LFyw,파격적인 스타일로 돌아온 #이재성 & 인캠 #정승현 합류 | 2020 유럽 원정 EP.4,2020-11-11 02:45:03,UCpjOmwiy88a9EV3Rv8ukJgw,KFATV_한국축구의 모든 것,17,2020-11-12 00:00:00,축구|대한축구협회|KFATV|축구국가대표팀|이재성|정승현|홀슈타인킬|이재성주전|울산현대|FA컵|울준딱|울산준우승|머피의법칙|전북현대|조현우|구성윤|권창훈|정우영|프라이부르크|황희찬|라이프치히|나겔스만|율리안|화이자|코로나백신|손흥민|이강인|백승호|토트넘|다름슈타트|발렌시아|프리메라리가|라리가|세리에|세리에A|프리미어리그|PL|EPL|분데스리가|리그앙|보르도|황의조|SON|SONNY|무리뉴|해리케인|델리알리|네이션스컵|챔피언스리그,77249,978,6,125,https://i.ytimg.com/vi/d4mz2h9LFyw/default.jpg,False,False,"#이재성 #정승현 #인사이드캠✔남자 국가대표팀 11월 원정 A매치🇰🇷v🇲🇽#멕시코 11.15(일) 05:00 📺 TV조선🇰🇷v🇶🇦#카타르 11.17(화) 22:00 📺 SBS※ 전 경기 네이버, 카카오, 아프리카TV, 스팟, 트위치 생중계📍오스트리아 ⏰한국시간 기준#대한축구협회 공식 채널대한민국 축구 국가대표팀  https://www.facebook.com/KoreaFootballTeam페이스북 : https://www.facebook.com/kfa인스타그램 : https://instagram.com/thekfa/트위터 : https://twitter.com/theKFA네이버TV http://tv.naver.com/kfa",https://www.youtube.com/watch?v=d4mz2h9LFyw,2020-11-11
3195,lJ7gLsRK8nU,빼빼로 하나로 모르는사람 커플 만들어주기 [덕출이],2020-11-11 03:15:11,UCRFYs28Z9DPldhmT-apCfVg,덕출 : DCTVGO,23,2020-11-18 00:00:00,DCTV|Funny|CAM|DCTVGO|DCTVFUNNYCAM|DC|덕출TV|덕출|덕출이|커플만들어주기|모르는사람엮어주기|부킹해주기|모르는사람커플만들어주기|빼빼로로 커플만들기,306349,7670,96,532,https://i.ytimg.com/vi/lJ7gLsRK8nU/default.jpg,False,False,* 덕출TV의 모든 영상은 페이스북 및 타 커뮤니티 불펌을 금지합니다.채널에 가입하여 혜택을 누려보세요.https://www.youtube.com/channel/UCRFYs28Z9DPldhmT-apCfVg/joinDCTVGO subscribe : http://bit.ly/2IWJrEIDC  Instagram : https://www.instagram.com/dctvgo/DC  facebook  : https://www.facebook.com/dukchulTV/DC  Tiktok : http://vt.tiktok.com/JHyCVb/글로벌채널 [Global DC]http://bit.ly/2HwU3a8섭외 및 광고문의 chicvera@naver.com* 해당영상은 사회적 거리두기 2단계 발령전에 촬영한 영상입니다.🎵Music provided by 브금대통령🎵Track : Spring Step - https://youtu.be/PvvaZaaHAm8🎵Music provided by 브금대통령🎵Track : 브금의숲 - https://youtu.be/bVMW54kAO94🎵Music provided by 브금대통령🎵Track : Naptime! - https://youtu.be/SeD8Zo73-w4🎵Music provided by 브금대통령🎵Track : 아무것도 하기 싫다 2 - https://youtu.be/GBm-oEU0Low🎵Music provided by 브금대통령🎵Track : Baby Blues - https://youtu.be/_a2ypjfOFp8,https://www.youtube.com/watch?v=lJ7gLsRK8nU,2020-11-11
3196,qh56dEFPmfQ,가십걸 그동네! 어퍼이스트사이드 월세집 보러 가요!,2020-11-11 04:00:10,UCCCjbf-1ESumTxBlflQSQIQ,썸머썸머Summer in New York,24,2020-11-17 00:00:00,미국일상|썸머|썸머썸머|뉴욕 집|뉴욕 월세|미국 집|어퍼이스트사이드|가십걸,189318,4467,90,605,https://i.ytimg.com/vi/qh56dEFPmfQ/default.jpg,False,False,♡썸머 채널 VIP가입으로 라이브 풀영상 전체 다시보기:  https://bit.ly/2kqdM36♡구독하고 매 주 놓치지 마세요! https://bit.ly/2I5W1AZ♡INSTAGRAM summerinbk—————————————Business Inquiries (비즈니스 관련 메일)summerinbk@gmail.com——————————————Music by Fiji Blue - Butterflies - https://thmatc.co/?l=461508ABTaylor Noelle - Rely - https://thmatc.co/?l=5782C4A9Fiji Blue - Affection - https://thmatc.co/?l=9883C519하이! :))) 저는 뉴욕에 살면서 미국일상/문화/방탄얘기/뷰티 등 저의 라이프스타일을 여러분과 공유하는걸 좋아하는 썸머썸머에요! 구독하고 매주 만나요! ♡,https://www.youtube.com/watch?v=qh56dEFPmfQ,2020-11-11
3197,l3PJG-Y-bVA,틱톡에서 유행하는 천사와 악마 되기 챌린지! 성공할수있을까....?,2020-11-11 05:00:10,UCnLeqvS4Rdbl8Mv-AjEWH_w,아누누,22,2020-11-16 00:00:00,안은우|아누누|틱톡|틱톡커|천사|악마|천사 악마 싸움|천사 vs 악마|angel evil|devil|틱톡 챌린지|틱톡 천사|틱톡 악마|little dark age|MGMT|틱톡 타임스캔|timescan challenge,70861,1609,61,169,https://i.ytimg.com/vi/l3PJG-Y-bVA/default.jpg,False,False,#천사 #악마 #틱톡아 정말 힘들었지만 뿌듯하다.....,https://www.youtube.com/watch?v=l3PJG-Y-bVA,2020-11-11
3198,2alPFklsP94,"아버지에게 자기 보고 싶으면 한국에 오라던 빌푸,, 말이 씨가 돼버렸다 ㄴㅇㄱ l #어서와ZIP l #어서와한국은처음이지 l EP.73",2020-11-11 07:00:00,UC-VbFgagk6GJGDJgRQIMpZw,ALL THE K-JAM 올더케이잼,24,2020-11-12 00:00:00,어서와ZIP|어서와 한국은 처음이지|어서와한국은처음이지|어서와 핀란드|어서와한국은처음이지 핀란드|핀란드 페트리|핀란드 빌푸어서와 한국은 처음이지 빌푸|어한처 빌푸|한국은처음이지 빌푸|페트리|빌레|사미|빌푸|한국 여행|어서와 빌푸|어서와한국은처음이지 빌푸|핀란드|어서와한국은처음이지 73회|어서와한국은처음이지 찜질방|힐링|술|어서와한국은처음이지 사우나|빌푸 어한국|빌푸 결혼|빌푸 한국|올더케이잼|어서와 한국은 처음이지 핀란드 어게인|휴가|호텔|해외|캠핑|여행|숙박|바캉스|로밍|사진|투어|국내여행|휴식|나들이|관광|레스토랑|야식|치맥|치킨|음식|푸드트럭|식도락|먹방|통닭|분식|맛집|식당|배달|all the kjam,141931,1439,29,56,https://i.ytimg.com/vi/2alPFklsP94/default.jpg,False,False,"빌 서방으로 돌아온 새 신랑 빌푸!11/12 (목) MBC every1 8시30분 #어서와한국은처음이지 본방사수♥＂아들 보고 싶으면 부산에 오셔야 합니다~＂라고 말하던 과거의 빌푸! 알고보니 사우나에서 비롯된 선견지명?!옛 조상님 말씀이 맞았어요,, 말이 씨가 된다...ㄴㅇㄱ한국 사우나에서 양머리와 식혜는 국룰◝(⁰▿⁰)◜귀욤뽀작 양머리 쓰고 찜질은 물론 식혜까지 사우나 완.전.정.복!막강 케미를 자랑하는 핀란드 친구들의 사우나 뽀시기 ♥* episode : 핀란드편#어한국 #핀란드 #빌푸 #사미 #페트리 #빌레 #올더케이잼♥시간 순삭 꿀잼 영상!! 구독하고 챙겨보기♥ https://bit.ly/2LMbTcw  ------------------------------------------- ☆KPOP 영상이 보고싶다면??!☆ * ALL THE K-POP 보러 가기 : https://bit.ly/2MJSQkJ",https://www.youtube.com/watch?v=2alPFklsP94,2020-11-11
3199,Wf6w2kNsfeI,[ENG] 🍚 EP.16 1M 솥뚜껑에 빈틈없이 꽉 채웠다! 여자친구(GFRIEND)의 한우 곱창+대창+막창 PARTY,2020-11-11 08:00:04,UCwTHUixtkE6UOZbGcAKfF6g,케이밥스타 [K-밥 STAR],22,2020-11-18 00:00:00,[None],601276,32447,302,1979,https://i.ytimg.com/vi/Wf6w2kNsfeI/default.jpg,False,False,"▶ 본 콘텐츠는 '종가집'에서 제작을 지원 받아 제작하였습니다.(This video was sponsored by ‘Jongga’.)케이밥스타 또 찾아와준 고마운 요찌니들을 위해 영자회장님과 숙총무님이 곱이 가득가득 들어찬 한우곱창 준비했어유~곱창만 먹으면 심심할까 꼬소한 대창과 막창까지✨1M 솥뚜껑 꽉꽉 채운 스케일 뭐냐구👀당연히 케이밥스타에서만 볼 수 있다구👀요찌니들의 곱창+대창+막창 PARTY🎉 함께 하실래유~?월드와이드 컴백 맛집 [케이밥스타]▶ 매주 수요일 오후 5시 온에어For the thankful GFRIEND who revisited K-BOB StatBig Mother and Ssuk has prepared juicy Korean Cow Gop-chang~In case gopchang isn't enough, also aromatic daechang and makchang✨They filled up 1M pot-lid, what a scale👀You can only see this at K-BOB STAR👀Would you like to join GFRIEND's Gopchang+Daechang+Makchang PARTY🎉~?Worldwide Comeback Specialist [K-BOB STAR]▶ On-air every Wednesday 5 PM* 오프닝 토크, 논두렁 쇼케이스는 아이돌라이브 APP에서 온에어 됩니다. 오프닝 토크 : https://idollive.page.link/bdD5NrzW1EE9npBF8논두렁 쇼케이스 : https://idollive.page.link/vgaHvW7Ge4FTBpu88 *Opening Talk and Field Showcase will be on-air at Idollive APP Opening Talk : https://idollive.page.link/bdD5NrzW1EE9npBF8Field Showcase : https://idollive.page.link/vgaHvW7Ge4FTBpu88 #케이밥스타 #KBOBSTAR #여자친구 #GFRIEND#맛집 #먹방 #MUKBANG #솥뚜껑 #이영자 #김숙#곱창 #소곱창 #한우곱창 #막창 #소막창 #한우막창 #대창 #소대창 #한우대창#Gobchang #Sogobchang #Hanwoo_Gobchang#Makchang #Somakchang #Hanwoo_Makchang#Daechang #Sodaechang #Hanwoo_Daechang",https://www.youtube.com/watch?v=Wf6w2kNsfeI,2020-11-11
3200,15HQsp1q5qk,[주간아 미방] 시크한 마녀들이 돌아왔다! 여자친구의 ‘MAGO’♬ l EP.485,2020-11-11 08:15:00,UCPde4guD9yFBRzkxk2PatoA,ALL THE K-POP,24,2020-11-16 00:00:00,주간아이돌|주간아|주간아 직캠|weekly idol|여자친구|GFRIEND|ガールフレンド|주간아 여자친구|주간아이돌 여자친구|weekly idol GFRIEND|마고|MAGO|MAGO fancam|GFRIEND fancam|GFRIEND MAGO|여자친구 노래|여자친구 춤|소원|예린|은하|유주|신비|엄지|여자친구 안무|GFRIEND dance|여자친구 마고|GFRIEND choreography|주간아이돌 485회|주간아이돌 직캠|kpop|직캠,344028,23513,156,627,https://i.ytimg.com/vi/15HQsp1q5qk/default.jpg,False,False,"시크한 마녀들이 돌아왔다! 여자친구 ‘MAGO’♬#주간아이돌 #여자친구 #MAGO[Weekly Idol]★All about KPOP! Subscribe now★https://bit.ly/2XR37jVGlobal No.1 KPOP IDOL CHANNEL, ALL THE K-POP! Copyrightⓒ MBC PLUS, All Rights Reserved. ------------------------------------------------------Buy All The K-POP Goods * allthekshop : http://www.allthekshop.com* facebook : http://facebook.com/allthekpop.idol* twitter : https://twitter.com/ALLTHEKPOP* instagram : https://www.instagram.com/allthekpop.official* idolchamp : http://www.idolchamp.co.kr/* mbcplus  : http://www.mbcplus.com/",https://www.youtube.com/watch?v=15HQsp1q5qk,2020-11-11
3201,xYYHkRj6ahY,[TV조선 조이] 함소원 베이비시터 이모 퇴직 선언하고 짐 싸서 나간 사연은??😲 #TVCHOSUNJOY #직박구리,2020-11-11 08:15:02,UCYeeEwH_s9yD9HQe4e2JuBw,TV CHOSUN JOY,24,2020-11-20 00:00:00,함소원|진화|함진부부|아내의맛|혜정이|아내의 맛,1055090,7398,2695,5916,https://i.ytimg.com/vi/xYYHkRj6ahY/default.jpg,False,False,함소원 멘붕!!시터 이모의 퇴사를 막기 위한노력의 결과는??*악플은 임의로 삭제하겠습니다.#직박구리 #아내의맛 #함소원 #진화🎪 구독과 좋아요는 필수 🎪TV CHOSUN JOY 구독하기 ☞ https://bit.ly/3hpEUr1TV CHOSUN : https://www.youtube.com/user/TVchosun,https://www.youtube.com/watch?v=xYYHkRj6ahY,2020-11-11
3202,xIzBCXEdmEo,201111 Jimin (+ENG),2020-11-11 08:22:19,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,10,2020-11-17 00:00:00,방탄소년단|BTS|BANGTAN|HIPHOP|알엠|RM|슈가|SUGA|제이홉|jhope|지민|JIMIN|뷔|정국|JUNGKOOK|진|JIN,6602432,1412602,6373,68971,https://i.ytimg.com/vi/xIzBCXEdmEo/default.jpg,False,False,Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com,https://www.youtube.com/watch?v=xIzBCXEdmEo,2020-11-11
3203,aDce_GBE8Mg,Cover | 조이 (JOY) with 박문치 - 바라봐줘요 (죠지),2020-11-11 09:00:01,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,10,2020-11-18 00:00:00,커버|조이|레드벨벳|바라봐줘요|박문치|죠지|Cover|JOY|Red Velvet|Lookatme|PARKMOONCHI,966498,136876,434,12268,https://i.ytimg.com/vi/aDce_GBE8Mg/default.jpg,False,False,조이 (JOY) with 박문치 - 바라봐줘요 (죠지)Red Velvet Officialhttp://redvelvet.smtown.comhttp://www.youtube.com/redvelvet http://www.facebook.com/RedVelvethttp://www.instagram.com/redvelvet.smtownhttp://twitter.com/RVsmtown#Cover #JOY #lookatme #PARKMOONCHI #RedVelvet #george#커버 #조이 #레드벨벳 #바라봐줘요 #박문치 #죠지,https://www.youtube.com/watch?v=aDce_GBE8Mg,2020-11-11
3204,SxXwuEOEMY4,아유 야가 와그랴?!!(기겁) 하시면서 밥은 더 먹으라고 하시는 81세 할머니 백반집ㅋㅋㅋ혼나다가 먹다갘ㅋㅋㅋㅋㅋ 웅이 먹방 EATING SHOW MUKBANG,2020-11-11 09:00:06,UCK72hqlUxI_E5VwL4cy8-ww,웅이woongei,22,2020-11-16 00:00:00,먹방|웅이|MUKBANG|푸드파이터|EATING SHOW|백반|할머니 백반|진희식당|진희네|갈치찌개|정식 먹방|KOREAN FOOD|시골밥상,315721,6942,161,791,https://i.ytimg.com/vi/SxXwuEOEMY4/default.jpg,False,False,"안녕하세요 웅이입니다!!!재밌게 봐주시면 감사드립니다좋아요, 구독, 알림 설정 한 번씩 눌러주시면다시 한번 감사드립니다!!!*인스타 woong__ei*광고문의 woong_ei@naver.com*편집문의 90sun93@gmail.com*모든 폰트와 BGM은 라이선스 취득 후 사용 중 입니다.",https://www.youtube.com/watch?v=SxXwuEOEMY4,2020-11-11
3205,pmVb111Qme4,파트4 떡밥이요!? 리타럽 밸런스게임 & 포스터 촬영장 비하인드 공개! [리얼:타임:러브4 비하인드] #1,2020-11-11 09:00:10,UC8DdZkTABAnSBvoRknqOTOA,리얼:타임:러브,24,2020-11-18 00:00:00,리얼타임러브|리타럽|홍연|문예찬|박시영|최현욱|인턴|인턴Z|MZ세대|시트콤|웹드라마|웹시트콤|몰아보기|티저|리타럽4|육덕진|이원정|비하인드|밸런스게임|드라마 떡밥|떡밥|포스터,133340,5610,33,566,https://i.ytimg.com/vi/pmVb111Qme4/default.jpg,False,False,예찬이가 쿠키영상에 공약도 걸었다구요(속닥..)ㅎㅎ파트4 기다리시는 분들~~~구독 버튼 꾹! 알람설정 꾹! 누르고 많이 기대해주세요❤#리얼타임러브 #인턴Z #최현욱 #박시영 #이원정 #최홍규 #박윤 #안정훈﻿ 💕공식 리타러버가 되고 싶다면? [리얼:타임:러브] 멤버십 가입하기▶ https://bit.ly/RTL_JOIN,https://www.youtube.com/watch?v=pmVb111Qme4,2020-11-11
3206,uC_86NdCoAM,[전모델 오너입니다만? EP.06] 아반떼 AD 오너 훼사원의 N Line 감격 시승기! N Line에 완전 빠네빠네버렸어요-♥*+,2020-11-11 09:27:37,UC_rBRrHKHnHkzgx8qIWwygg,현대자동차(AboutHyundai),2,2020-11-18 00:00:00,Hyundai|Hyundai motor|Hyundai motor company|현대|현대차|현대자동차,247784,3246,152,787,https://i.ytimg.com/vi/uC_86NdCoAM/default.jpg,False,False,"직접 차량을 DIY 튜닝을 하며 NO 옵션아반떼를 FULL 옵션으로 재탄생 시킨금손 자동차 유튜버, 훼사원과 함께하는 아반떼 N Line 시승기! 🚗💨LOW & WIDE! 스포티한 매력의 아반뗴 N Line!일반 아반떼와 어떤 점이 다를까요?!🔍생생한 아반떼 N Line의 시승기부터 훼사원이 추천하는 드라이브 코스까지.지금 현대자동차 유튜브에서 만나보세요. 🥰#현대자동차 #아반떼 #AVANTE #아반떼Nline #AVANTE_N_Line #AVANTE_Nline #훼사원 #자동차유튜버 #전모델오너입니다만 #현대차_오리지널시리즈",https://www.youtube.com/watch?v=uC_86NdCoAM,2020-11-11
3207,n91MvtJ88lE,[몰카] 속마음 들리게 말해서 친구에게 당하고 있는 미녀를 도와준다면?!ㅋㅋㅋ여자 분 벽 잡고 쓰러짐ㅋㅋㅋㅋ (ft. 구구랜드 주현정),2020-11-11 10:00:11,UCyq8RlRiU5lXFS2sq2YFkzg,크크오톡,23,2020-11-18 00:00:00,#몰래카메라|#웃긴몰카|#웃긴영상|#속마음몰카|#koreaprank|#개그|#코미디|#comedy|#개그맨정현수|#개그우먼김정현|#개그우먼주현정|#미녀개그우먼|#구구쌤|#구구랜드|#눈알마녀|#웃찾사|#약빤몰카|#역대급몰카|#시트콤|#맛삼인|#인싸정현|#개그맨몰카|#개그우먼몰카,146425,2034,132,171,https://i.ytimg.com/vi/n91MvtJ88lE/default.jpg,False,False,#몰카 #크크오톡 #prank✨크크오톡 인스타그램✨정현수 인스타그램http://www.instagram.com/junghyunsoo_gagman김정현 인스타그램http://www.instagram.com/junghyun0515,https://www.youtube.com/watch?v=n91MvtJ88lE,2020-11-11
3208,ewkGcLUrM18,[Eng] 초아(CHOA)에게 쎈 언니 메이크업 해주기😎 l 이사배(RISABAE Makeup),2020-11-11 10:00:19,UC9kmlDcqksaOnCkC_qzGacA,RISABAE,26,2020-11-18 00:00:00,이사배|이사배메이크업|RISABAE|RISABAEART|TUTORIAL|분장|SPECIALMAKEUP|ART|백투베이직|메이크업아티스트|초아|초아메이크업|이사배 초아|risabae choa|choa|이사배 초아 메이크업|초아 환불원정대|초아 커버곡|이사배 콜라보|refund sisters|refund sisters makeup|돈터치미 메이크업|초아 돈터치미|choa don't touch me|don't touch me makeup|k beauty|korean beauty|choa refund sisters|이사배 콜라보 메이크업|risabae collabo makeup|don't touch me,512523,12808,111,923,https://i.ytimg.com/vi/ewkGcLUrM18/default.jpg,False,False,#초아 #환불원정대 #돈터치미📣 이 영상은 유료광고를 포함하지 않습니다.📣 본 영상에는 영상 제작의 대가가 아닌 단순 선물로 제공받은 제품이 포함되어 있습니다.[제품정보]#컨실러- 맥 MAC 프로 롱웨어 컨실러 #NC15Pro Longwear Concealer #NC15(직접구매)[꾸셀 컨실러 브러시 10호 / COURCELLE Concealer Brush 10][헉슬리 블렌더 쏘 터처블 / HUXLEY Blender;So Touchable]#파우더- 지방시 GIVENCHY프리즘 비사쥬 #N1 무슬린Prisme Visage #N1 Mousseline(직접구매)[리얼테크닉스 402 세팅 브러시 / REAL TECHNIQUES 402 Setting Brush]#섀딩- 투쿨포스쿨 TOO COOL FOR SCHOOL 바이로댕 쉐딩 #1호 클래식By Rodin Shading #1 Classic(무료제공)- 펜티 뷰티 FENTY BEAUTY 썬 스토커 인스턴트 웜스 브론저 #인다 썬 Sun Stalk'r Instant Warmth Bronzer #Inda Sun(직접구매)[샤넬 뼁소 블러쉬 브러시/ CHANEL Les Pinceaux Blush Brush][샤넬 뼁소 아이섀도우 블렌딩 브러시 / CHANEL Les Pinceaux Eyeshadow Blending Brush]#섀도우-픽시 Pixi 아이 리플렉션 섀도우 팔레트 #내추럴 뷰티Eye Reflection Shadow Palette #Natural Beauty(무료제공)[피카소 1207A / PICCASSO 1207A]-어반디케이 URBAN DECAY 네이키드 2 아이섀도우 팔레트Naked 2 Eye Shadow Palette(무료제공)#언더 라이너- 톰포드 TOM FORD아이 콜 인텐스 #03 메탈릭 밍크Eye Kohl Intense #03 Metallic Mink  (무료제공)#아이라이너- 맥 MAC테크나콜 라이너 #그래프 블랙Technakohl Liner #Graph Black(무료제공)- 맥 MAC리퀴드라스트 워터프루프 라이너 #포인트 블랙Liquidlast Waterproof Liner #Point Black(직접구매)[필리밀리S 아이라이너 브러시 510 /  FILLIMILLI S Eyeliner Brush 510]#글리터 라이너- 어반디케이 URBAN DECAY헤비 메탈 글리터 아이라이너 #미드나잇 카우보이Heavy Metal Glitter Eyeliner #Midnight Cowboy(무료제공)- 스틸라 STILA매그니피센트 메탈 글리터&글로우 리퀴드 아이섀도우 #다이아몬드 더스트Magnificent Metal Glitter&Glow Liquid Eye Shadow #Diamond Dust(무료제공)[메이크업 포에버 엑스트라 파인 아이라이너 브러시 250 / MUFE Extra Fine Eyeliner Brush 250]#속눈썹- Her Big Lash (무료제공)#립오일- 디올 DIOR립 글로우 오일 #001 핑크Lip Glow Oil #001 Pink(무료제공)#마스카라- 림멜 RIMMEL워터프루프 마스카라Waterproof Mascara(무료제공)#마스카라- 메이블린 MAYBELLINE콜로썰 워터프루프 마스카라 #리얼 블랙 The Colossal Waterproof Mascara #Real Black(무료제공)#언더 섀도우- 투페이스드 TOO FACED미니 아이 팔레트 #키티 라이크스 투 스크래치Mini Eyeshadow Palette #Kitty Likes To Scratch(무료제공)[수아도르 친절한 브러씨 04 / SOO ADOR Kind Brush 04]#아이브로우- 바비브라운 BOBBI BROWN퍼펙틀리 디파인드 롱웨어 브라우 펜슬 #마호가니 Perfectly Defined Long-Wear Brow Pencil #Mahogany(무료제공)#블러셔-앤아더스토리즈 &other stories스토키네트 베이지 블러셔Stockinette Beige (직접구매)[수아도르 친절한 브러씨 02 / SOO ADOR Kind Brush 02]#립- 맥 MAC립 펜슬 #스트립다운Lip Pencil #Stripdown(직접구매)- 샤넬 CHANEL루쥬 알뤼르 벨벳 #71 뉘앙스Rouge Allure Velvet #71 Nuance(무료제공)-디올 DIOR립 맥시마이저 #012Lip Maximizer #012 (무료제공)– INSTAGRAM 인스타그램 :https://instagram.com/Risabae_art,https://www.youtube.com/watch?v=ewkGcLUrM18,2020-11-11
3209,yg4TragZ8pU,(펀치력 ㅎㄷㄷ) 헤비급 최강 핵주먹 김형규 VS 최강 맷집 이상수 100% 풀파워 스파링!!,2020-11-11 10:00:30,UCKxLXXUTY6bt9Dxuu-pJ4Yw,양감독 TV,17,2020-11-18 00:00:00,핵주먹|복싱|헤비급|헤비급 복싱|국가대표 헤비급|헤비급 복서|이상수|헤비급 스파링|다운|KO|헤비급 파워|파워 스파링|100% 스파링|국가대표|국대|복서|파워|펀치 파워|펀치력|스포츠,287823,2338,51,598,https://i.ytimg.com/vi/yg4TragZ8pU/default.jpg,False,False,"한국 최강 핵주먹 김형규!최강 맷집 이상수의 100%풀파워 스파링 대결!과연 공격력과 방어력 만랩들은 어떤 결과를 불러올까요?스포츠 좋아하시눈 분들 필수시청!식단관리, 닭가슴살은 역시 랭킹닭컴🔥랭킹닭컴 앰버서더 양감독TV : https://bit.ly/3kwmE0T회원가입 시 추천 아이디에 teammd0303을 입력하시면 적립금과 할인 쿠폰을 드립니다. *양성훈 감독은 부산 대신동 팀매드 본관에 계십니다  *본관 : 부산시 서구 구덕로 334번길 5페이스북 : fb.me/CoachYangTV인스타 : https://www.instagram.com/teammad_korea/비지니스 문의 : teammad0303@gmail.com#김형규 #이상수 #맷집 #복싱",https://www.youtube.com/watch?v=yg4TragZ8pU,2020-11-11
3210,PRFL7dEl0JM,"안녕, 루시퍼 [지옥에서 온 그녀]",2020-11-11 10:05:07,UCRuSxVu4iqTK5kCh90ntAgA,총몇명,1,2020-11-19 00:00:00,총몇명|슈린|유승찬|ㅋㅋㅋ|재밌는 만화|연애,2160510,50589,1223,11000,https://i.ytimg.com/vi/PRFL7dEl0JM/default.jpg,False,False,"새로운 단편 시리즈로 준비해봤습니다! 감사합니다.총몇명 스튜디오 - 총몇명, 십제곱, 5G민, MOVE혁, 찐스톤, Jin, 정영준*슈린 성우는 Belli님께서 맡아주셨습니다.♬ BGMJazzi  by Frank SchröterLink: https://filmmusic.io/song/6469-jazzi-License: http://creativecommons.org/licenses/by/4.0/Pure Love Piano by MusicLFilesLink: https://filmmusic.io/song/6707-pure-love-pianoLicense: http://creativecommons.org/licenses/by/4.0/I Give You All My Love by MusicLFilesLink: https://filmmusic.io/song/6569-i-give-you-all-my-loveLicense: http://creativecommons.org/licenses/by/4.0/End Of Summer by Frank SchröterLink: https://filmmusic.io/song/6633-end-of-summerLicense: http://creativecommons.org/licenses/by/4.0/",https://www.youtube.com/watch?v=PRFL7dEl0JM,2020-11-11
3211,ucl09uB4g-k,저 승무원이었어요..,2020-11-11 10:06:13,UCVWmCRMdvjvxV2NNX-GaUIQ,하알라,24,2020-11-18 00:00:00,하알라|코미디|코믹|개그|아프리카TV|아프리카|가족시트콤|엽캠|하선우|모델|야방|BJ|독립|미션,642572,7971,307,912,https://i.ytimg.com/vi/ucl09uB4g-k/default.jpg,False,False,"구독과 좋아요 한번씩 부탁드립니다.· 아프리카TV 방송국 : http://bj.afreecatv.com/chorong753· 인스타그램 : https://www.instagram.com/havely_2· 광고문의 : chorong753@naver.com· Copyright 2019. 하알라 All Rights Reserved.* 이 영상은 어떠한 경우에도 공식적인 허가 없이 영상의 일부 또는 전체를 복제, 전송, 배포하거나 변경하여 사용할 수 없습니다.",https://www.youtube.com/watch?v=ucl09uB4g-k,2020-11-11
