review_index,date,review,hotel_index,label,classified_label
1101,2021년 10월,야외 수영장이 유명해서 그 곳 이용이 주목적이었는데 아직은 차가운 풀장 물이 부담스럽더군요.,3,1,
1102,2021년 10월,방음이 되지않고 서비스가 정신없음. 디저트 퀄리티가 좋지 않음,3,1,
1103,2021년 10월,주차비만원이좀..,3,1,
1104,2021년 10월,화장실이 너무 좁았지만 오랜 기간 숙박한 게 아니라서 그리 불편하진 않았음. 전보다 방이 넓어진 것 같아서 오히려 시원해 보였음. 수영장 물이 조금 더러운 것 같아서;;;;; (실외는 모르겠는데 실내 특히...) 아이가 수영장 다녀와서 두드러기 같은게 조금 났는데 주로 화학약품 많이 처리하는 곳에서 생기는 반응이라. 자주는 못갈 것 같음.,3,1,
1105,2021년 10월,어쩔수 없는 문젱긴하지만 주차장이 불편했습니다.,3,1,
1106,2021년 11월,"체크아웃시 직원들의 전문성이 떨어져보입니다.
한참을 기다리는데도
새치기하는 손님 제지도 못하고..
주차가 불편합니다.",3,1,
1107,2021년 11월,기본 어메니티에 일회용 칫솔도 있으면 좋을 것 같아요.,3,1,
1108,2021년 11월,"어매니티가 조금 부족한 감이 있었고, 웰컴 드링크로 생수 두 병은 모자랐다.",3,1,
1109,2021년 11월,"오후3시에 체크인 시간보다 두어시간 넘게 방에 들어갈 수 있게 되었으며, 그동안 다른 객실에 대기하였습니다. 우리 객실이 아직 준비되지 않았다는  사유입니다. 하필, 오랜만의 가족여행이라 무척 난감했습니다.",3,1,
1110,2021년 11월,공사하고 있어서 조금 시끄러워요,3,1,
1111,2021년 11월,리모컨이 조작 잘 안됨,3,1,
1112,2021년 12월,음식이 비싸요..,3,1,
1113,2021년 12월,공사중이라 너무 시끄러웠습니다.,3,1,
1114,2021년 12월,조식 메뉴가 아쉬워요~ 로비 라운지 식음료 요금이 타 호텔에 비해 지나치게 비쌉니다~,3,1,
1115,2021년 12월,"1월부터 5월까지 리모델링 공사중입니다.
물론 일부객실.. 
참고하시라고 적어둡니다.",3,1,
1116,2021년 12월,옆방과 방음이 잘 안되서 불편.,3,1,
1117,2021년 12월,"베드가 너무 딱딱해서 실망했고 차라리 소파에서 자는게 더 좋은 거 같습니다
또한 방이 터무니없이 작습니다 사진과 너무달라요",3,1,
1118,2021년 12월,"전화해서 물어봤었는데  유아튜브 된다해서 챙겨갔는데 안된다해서 그냥 놀았대요
호텔안에 편의점도없고 밖으로 나가야해서....엄청 추운날갔는데...",3,1,
1119,2021년 12월,"방음이 전혀안되어 옆방의 대화소리, 야외 아이스링크장의 음악소리가 들림",3,1,
1120,2021년 12월,객실 너무좁음 먼지많음 다른곳은 무료인데 유료인게 많음 (예 주차료) 화장실문 고장 안닫힘,3,1,
1121,2021년 12월,"직원호출 응대가 너무 늦어서 호텔 이용에 불편을 느꼈음
객실간 방음처리를 개선해야할듯
옆방 소음으로 머무는 내내 불편함을 느낌",3,1,
1122,2021년 12월,"엘리베이터 타려면 눈치작전이 심하다. 가끔 직원들이 나와서 정리해 주기도 하지만, 이렇게 힘들어서야 특급호텔이라 말하기 민망하다.",3,1,
1123,2021년 12월,"조식이 형편없음. 5점만점을 기준으로 워커힐 5점, 신라호텔 4점, 그랜드하얏트 0.1점",3,1,
1124,2021년 12월,"체크인할때,짐이 있어 좀 불편했고
체크아웃시 에도 작은 캐리어라도 잇음 좋앗겟다,싶네요!",3,1,
1125,2021년 12월,주차비 등 추가비용 발생,3,1,
1126,2021년 12월,"직원들 고객 응대가 엉망이고 불친절하며 휴가인데 굉장히 불쾌했어요
CS가 뭔지 제대로 교육 시켜야될거 같아요
특히 수영장,스케이트장,헬스장 안내하는 단발머리 직원이요",3,1,
1127,2021년 12월,프론트 직원의 서비스가 아쉬웠습니다. 그리고 방음이 잘 되지 않아요. 옆 객실의 웃고 떠드는 소리가 다 들립니다. 한 번쯤 가볼만한 곳이긴 하지만 가격 대비 훌륭한 편은 아닙니다.,3,1,
1128,2021년 1월,"체크인전.체크인후
아뭇거도이용못함
더어이가없는건.온천도아닌데.투숙객인데
사우나비용63000ㅋㅋㅋ
솔직히호텔매니아로써5성급은쫌!!!
오래되고고리타분한4성급정도
5만10만더주고신라호텔
거기서10더주고시그니엘이좋을듯
돈쓰고대접못받고스트레스받고ㅋㅋ
즐~~",3,1,
1129,2021년 1월,실내 수영장이 생각보다 작아서 아쉬웠어요,3,1,
1130,2021년 1월,"객실의 청소가 너무 아쉬웠습니다. 쇼파와 벽 틈에 먼지가 너무 많았고, 카페트?에는 실핀이 두개나 떨어져있더군요. 실핀은 결혼식이나 행사때 사용하는 U자 형태로 된 실핀이였습니다. 한개는 그럴수있다고 생각하지만 두개나 떨어진걸 보고 청소를 제대로 한건가 의심이 들더군요. 리모델링 꾸준히한다고 들었는데 욕실 샤워부스쪽 벽에 곰팡이가 많았습니다. 곰팡이의 경우는 락스를 뿌리면 없어질텐데.... 하루에 부가세까지 40만원이 넘는 돈이면 비싸다면 비싼요금인데 그에 비해 청결상태는 최악이였습니다. 더군다가 아이들과 함께 방문하여 청결에 더 실망하였습니다.",3,1,
1131,2021년 1월,체크인하는데 1시간 정도 걸렸던것 같아요 줄이 어찌나 긴지. 상상도 못했던 일인데..  엄마랑 둘이 간거였고 엄마가 그날 오전부터 몸이 좀 안 좋으셔서 뷔페에서 밥먹고 바로 들어가서 쉬려고 했거든요. 근데 체크인이 너무 안되가지고..  일단 호텔이 로비가 크거나 하지 않은데 사람이 너-무-나 많고 붐비는 와중에 엄마가 그 사이 의자에 힘들게 낑겨서 계시는데 이게 뭔가 싶고 진짜 별로였습니다. 저녁에 와인잔 시키려고 했더니 1시간 걸린다구..  엄마가 가고 싶어 하셔서 연초에 특별히 간건데 아이러니 하게도 특별한 날엔 다신 오지 말아야 겠다 생각했습니다. 룸은 좋습니다. 하지만 가격도 그만큼 높기 때문에 그 이상도 이하도 아니예요.,3,1,
1132,2021년 1월,"수차례 이야기 해도 회원카드 갱신이 안 되어 있고 , 빌린 충전기 넘버 확인한다고 룸에 직원이 오고 ,  티비도 안나오고 , 매트리스는 오래 되어 스프링은 망가지고. 화장실 세면대 협탁엔 손때와 커피 얼룩이 그대로 이고 , 중앙난방은 30도로 올려놓아도 춥고.  비지니스 호텔만도 못한 곳",3,1,
1133,2021년 1월,"바닥에 머리카락이 많았음.
객실방음-(옆방 소리가 다 들림) - 이건 정말 개선해야 할 것(적어도 대한민국 최고의 호텔을 지향한다면)
침대 쿳션 체크 요망 - 너무 푹신하였던..
수영장 락카 미 사용(객실까운과 슬리퍼 사용은 너무 한듯) - 투숙객 차별?(코로나 인데도 회원인듯한 사람들은 락카 사용하는듯)
보증금 - 웬지 무시당하는 듯한 기분(체크인부터 기분이 영...)",3,1,
1134,2021년 1월,"1. 직원들 불친절    2. 3박했는데 어메너티가 한 번도 보충이 안 됨. 
3. 주말에 사람이 너무 많아서 엘리베이터 줄 서서 탐. 
4. 객실 키 작동이 잘 안돼서 객실에 있는 동안 전등이 자주 꺼졌다 켜졌다 함. 
5. 체크아웃 할 때 사람이 너무 많아서 체크아웃 먼저 하고 체크인할 때 설정해 놓은 개런티 카드로 나중에 결제함. 세부 내역 안 보내주고 문자로 총 금액만 보내줌. 고객의 개인 신용카드를 본인에게 직접 확인 받지도 않고 호텔이 결제하다니... 세부 내역도 확인 못 함.",3,1,
1135,2021년 1월,"크리스마스시즌이라 그런지 체크인이 정말 오래 걸렸습니다. 호텔 체크인을 이렇게 오래 기다려본 것은 처음입니다.. 겨울 특성상 건조한 것을 감안하더라도 숙면을 취할 때 건조해서 많이 힘들었습니다. 가습기 문의도 했었지만 투숙객이 많아 수량이 없다고 하셨고, HDMI도 문의했었는데 수량이 없다고 안내 받았습니다. 사람이 많이 몰려서 수량이 적은 것은 이해하지만 예약자에게 미리 고지를 줬으면 어땠을까? 하는 생각됩니다.",3,1,
1136,2021년 1월,"나름 특급호텔인데, 화장실 수압도 약하고 스낵바가 모두 비워져있고, 무료로 주는 서비스에도 비즈니스급의 수준임. 물도 저렴한물, 티백도 저렴한 **녹차, 객실내에는 각티슈도 없고 일회용 티슈만 스낵바에 조금있는 정도, 그 티슈 옆에는 떨어진 라면 부스러기 보이고, 욕실 선반 위에 바스타올을 꺼내다가 샤워젤이 떨어짐. (이전 투숙객이 얹어놓을걸 체크못하신듯)떨어진 샤워젤에 얼굴 맞고 더 기분이 좋지않음... 조식도 이렇게 돗대기 시장처럼 우르르 몰린 조식타임을 처음 경험해봄... 종류도 많지 않고 공간은 좁은데 사람은 너무 방대하다보니 너무 정신없는 시장같았음",3,1,
1137,2021년 1월,"저녁 룸서비스 2-3시간 걸림
더 스파에서 스파 중 공사소리 떄문에 굉장히 심기불편
조식 룸서비스 3시간 걸려서 못먹음
잘 먹고 잘 쉬다 오려고 했는데 쫄쫄 굶고 마사지할 때 쉬지도 못하고 굉장히 실망헸습니다.",3,1,
1138,2021년 1월,조식이 평범,3,1,
1139,2021년 2월,화장실 인테리어가 약간 호텔 분위기와 안 어울리는 거 같아요 ㅎㅎ…,3,1,
1140,2021년 2월,"사람이 너무많아서 모든게 줄이 었어요
또다시 이렇게 줄을 선다면 안갈거같아료,,0",3,1,
1141,2021년 2월,가성비가 아쉬웠지만 전반적으로 만족했습니다.,3,1,
1142,2021년 2월,체크인 체크아웃 긴줄이 아쉬움 대기넘버발급 시스템 필요할듯,3,1,
1143,2021년 2월,"우선 엘레베이터 증설이 필요할 것 같습니다.
체크인 비대면 시스템을 만들던가 빠르게 처리 할 수 없다면 시간대를 나눠 받아야합니다. 
다들 바쁜 사람들이고 요새는  시간이 돈인데 그렇게 오랜시간 체크인을 기다리게 할 거면 미리 고객의 동의를 얻어야 하던지 할인을 해줘야 합니다. 
 조식또한 거리두기가 지켜지지 않았고, 테이블 간격이 좁았습니다. 
사람들이 오래 기다리니 모든 테이블로 사람을 수용했습니다. 
조식 중 직원들의 서비스 질이 굉장히 떨어졌습니다. 
체크인 중 불편함을 겪었습니다. 프론트 직원의 교육이 더 필요할 것 같습니다.",3,1,
1144,2021년 2월,방음이 정말 최악 수준입니다. 너무 힘든 시간이었습니다.,3,1,
1145,2021년 2월,특급호텔에서 와인쿨러와 커트러리를 돈받고 제공하는걸 처음 봤다. 룸서비스 주문하면 두시간 반 걸린대서 그럼 와인쿨러만 갖다달랬더니 룸서를 안시키면 딜리버리 차지가 만원 또 붙는댄다. 말로만 죄송하지만~하는데 그냥 호텔이 돈에 환장한 것 같다. 체크인시에 늘어선 줄에다가 구식 설계로 엘레베이터를 몇분씩 기다려야 하는 점은 충격적인 룸서비스 경험으로 잊혀질 정도. 발렛파킹을 맡겼는데 투숙객 주차비용 만원 추가 결제는 덤. 룸이 낡은 것에 비해서 객실가격이 그렇게 저렴한 것도 아니다. 훨씬 최근에 리모델링을 진행한 인콘 그랜드 파르나스와 가격은 비슷한데 경험은 정말 나빴다. 로맨틱한 야경 하나 때문에 가기엔 정말 별로.,3,1,
1146,2021년 2월,"시장처럼 너무 붐빕니다. 체크인 줄 2시간, 아침 체크아웃 시간에도 엘리베이터 대기 시간 40분 이상 걸렸네요.
시설이 좋아도 대기 시간때문에 사용도 못하고
입구는 언제와 같이 꽉 막혀서 차로 다니기에도 택시를 불러 다녀오려 해도 오래걸리고..... 너무 너무 불편했어요",3,1,
1147,2021년 2월,침대가 모텔급이더라구요.. 하얏트 명성과 맞지 않게 너무 저렴이 느낌이 나서 실망 많이 했습니다..,3,1,
1148,2021년 2월,방이 생각보다 좁았다. 특급호텔 스럽지 않은데 왜 아직까지 5성급인것인지 의심이 드는.. 청결도 또한 먼지가 상당했다. 안그래도 건조한 날에 최고로 건조하게 지낼 수 있었다. 아침에 먼지가 둥둥 떠다니고 탁자위에 먼지가 수북히 쌓여있는걸 볼 수 있다.,3,1,
1149,2021년 2월,"시설이 너무 낙후되어 녹물이 나와서 전액 환불 받고 불가피하게 조기 퇴실함.
믿고 투숙한 고객의 연말 가족 여행을 망친 부분에 대한 호텔측의 사과와 공감 및 배려가 절실히 요구됨.",3,1,
1150,2021년 2월,직원들은 죄송하다는 앵무새,3,1,
1151,2021년 2월,조식 대기줄이 길고 엘리베이터 수가 적어  퇴실시 사람이 몰려 시간이 많이 걸림,3,1,
1152,2021년 2월,"직원분들은 친절하고 문제가 발생 시에 미안할정도로
잘 해주셨습니다",3,1,
1153,2021년 3월,체크인 한시간반이나 걸리는게 참..,3,1,
1154,2021년 3월,"호텔직원들간의 소통이 전혀 되지 않았으며, 체크인시 확인이 되지않는다며 1시간이상을 로비에서 대기하여야하는
정말 생각하고 싶지도 않은 끔찍한 경험을 난생 처음 해보았네요.
직원들간의 불소통문제나 부서상호간의 불소통은 크나큰 오점으로 보입니다.
전혀 5성급 같지않은 일반 모텔보다 못한 미숙한 업무처리가 굉장히 실망스럽고 당황스럽웠습니다.
적극 수정보완하시길 바라며 추후에는 더이상 저같은 말도 안되는 불편을 겪는 사례는 절대 없어야 할것 같습니다.",3,1,
1155,2021년 3월,서비스 및 체크인 프로세스,3,1,
1156,2021년 3월,방음이안되네요,3,1,
1157,2021년 3월,웨이팅…어떤 호텔을 가도 이렇게 웨이팅해본 적 없는데 여긴 웨이팅이 너무 길어요 ,3,1,
1158,2021년 3월,엘레베이터가 불편해요. 체크인시 너무 오래 기다려야하는 불편함이 가장 크네요.,3,1,
1159,2021년 3월,방음 제로입니다. 아쉬웟던 점엔 쓸말이 많네요. 옆방에서 그냥 시끄럽게 하는것도 아니고 일상적인 대화를 나누는데도 불구하고 대화소리가 다 들렷습니다. 어느정도냐면 자려고 누웟더니 옆방은 조용하다 아까는 티비소리 들리더니 라고 대화를 나누는거까지 상세하게 들리더라구요. 호텔은 어느정도 개인정보가 보호되어야하는곳인데 여기는 그런게 하나도 없엇습니다. 5성급 호텔이라고 하기에는 미흡하지 않나요? 그리고 체크인 체크아웃하는데 이렇게까지 시간이 오래 걸리는 곳은 처음 봣습니다. 왜 여기 평점이 좋은지 하나도 모르겟네요. 같은 돈 쓸거면 다른 위치좋은 호텔 가세요. 방음 정말 최악입니다.,3,1,
1160,2021년 3월,"배관에서 계속 소리가 나고, 변기가 막혀서 제대로 쓸수 없었습니다. 이와 관련해서 일처리가 늦었습니다. 
룸서비스는 오더하면 3시간후에 도착할수 있다고 연락을 받았습니다.
스케이트장에 사람이 너무많습니다. 
먹고 나간 자리가 치워지지 않은 상태로 있고, 음식은 오더하면 30분이상 소요된다고 답변을받았습니다. 
전반적으로 사람이 많은데 직원수가 너무 적어보였습니다.",3,1,
1161,2021년 3월,배드가 불편하며 조식먹을때 너무 추웠습니다.,3,1,
1162,2021년 3월,"사람이 많다는 이유로 룸서비스를 시키면 2시간 이상 걸린다고 하는데
그런 서비스들을 사용 하려고 호텔 선택을 했습니다. 그런데 2시간이라뇨? 
입구에서 택시 내릴때 왜 배달오토바이들이 즐비하게 서 있었는지..
덕분에 호텔에서 배달 음식 시켜 먹었습니다.
또 조식 식당이요
코로나 때문에 난리난리인데 테이블 간격이 완전 옆에 고개만 돌리면 옆사람하고 식사하는 줄 알 정도입니다.
시정이 필요하지 안을까요???",3,1,
1163,2021년 3월,"객실 내부에 대한 설명이 부족했고
근처 가볼만한 곳이나 좋은 음식점 소개도 같이 해주었으면 좋겠습니다",3,1,
1164,2021년 3월,"체크인 시 이용객이 많아 시간이 너무 오래걸렸고, 
엘리베이터가 4대밖에 없어 객실 수에 비해 너무 적게 느껴졌고, 그마저도 기다려야하는게 너무 불편했습니다.",3,1,
1165,2021년 4월,"웨이팅의 연속.. 체크인도 웨이팅, 체크아웃도 웨이팅, 엘레베이터 타는 것도 웨이팅, 조식도 웨이팅 
그리고 나름 빨리 간다고 갔는데도 높은 층을 배정받기 힘들었습니다.. 
수영장도 협소하고 아쉬운 부분이 많네요",3,1,
1166,2021년 4월,체크아웃시 엘레베이터타기가 어려웠어요.,3,1,
1167,2021년 4월,"수압이 약함
체크인 체크아웃 오래걸림
욕조가 없음",3,1,
1168,2021년 4월,"침대불편
조식아쉬움",3,1,
1169,2021년 4월,"호텔에서 구입한 케익을 냉장고에 두고왔는데, 바로 소각처리한점이 좀 아쉬웠네요.. 식음료는 바로 소각하는 호텔만의 법칙이 있겠지만,
체크아웃시 이건 버린게 아니라 두고온거다 느낄시엔 연락이라도 해주시면, 결정은 고객이 하는게 어떨까 싶네요. 워낙 유명한 호텔이라 그런거 하나하나 신경쓰기 어렵겠지만요. 아쉽네요. 서울을 대표하는 호텔인데.",3,1,
1170,2021년 4월,"객실이 너무 건조하고 방에 먼지가 너무 많았습니다. 들어갔을 때는 괜찮았는데 자고 일어나보니 테이블에도 흰 먼지들이 쌓여있었고 아마 침구에서 먼지가 좀 많이 나는 것 같네요.
체크인 줄도 너무 길고 엘리베이터 줄도 너무 길고.. 직원분들이 통제를 안 해주셔서 무슨 시장바닥에 온 줄 알았어요.
그리고 체크아웃때도 고층에서 다들 타고 내려오시니 결국 참다참다 계단으로 내려갔습니다. 체크아웃 줄도 너무 길고.. 죄송하지만 다신 이용 안 할 것 같습니다.",3,1,
1171,2021년 4월,체크인 시간 매우 김. 주차비 별도. 방 좁음. 백신패스 없으면 이용할 곳 적음.,3,1,
1172,2021년 4월,물한잔도 안주는 쓰레기 호텔,3,1,
1173,2021년 4월,리노베이션 하지 않은 객실을 선택하긴 하였지만 전반적으로 노후된 객실에 청소상태 엉망.  화장실 플러쉬 버튼은 세게 두번 누르세요. 캡슐커피 머신은 있지만 객실과 화장실에 비치된 시계는 설명하기 어려울정도로 작고 낡았고... 스카치테이프로 붙여 고정되어있고...건전지 수명도 다되었는지 그마저 작동도 안되는 아이러니..,3,1,
1174,2021년 4월,"체크인을 무조건 줄 서서 기다리는 시스템은 별로에요
대기 번호나 이런걸로 해서 순서되면 오는 시스템이 좋은데
무조건 서서 3시에 체크인 하는데 객실 준비 안되어서 한 시간 더 기다리라니 힘이 빠지더라구요",3,1,
1175,2021년 4월,조식시작 시간을 좀더 정확하게 안내해주셨으면 좋았을 것같습니다.,3,1,
1176,2021년 5월,룸서비스 이용 시 안심스테이크를 미디엄레어로 주문하였는데 거의 웰던만큼 익어서 와서 아쉬웠습니다.,3,1,
1177,2021년 5월,방음시설,3,1,
1178,2021년 5월,최악의 가성비 시설이 정말 후졌습니다.,3,1,
1179,2021년 5월,"주차비를 받는다는점, 아기 젖병소독기 대여가 없다는점, 화장실 샤워부스가 모텔보다 못하다는점",3,1,
1180,2021년 5월,"대중교통으로는 가기힘든 위치에 있음에도 투숙객에게 주차요금 받는것이 도무지 이해가 되지않습니다 
와인잔이 객실에없어 요청했더니 그것도 추가요금 달라고 하더군요
체크인도 대기시간이 너무길어요",3,1,
1181,2021년 5월,욕조가 없어서 반신욕을 못 한 것이 좀 아쉬웠습니다,3,1,
1182,2021년 5월,"1. 화장실 변기가 잘 작동하지 않음
2. 일식당 형편없음
3. 룸서비스(똠얌, 샤배트) 형편없음",3,1,
1183,2021년 5월,제가 묵었던 숙소만 그러하겠지만.. 새벽즈음부터 화장실 변기에서 소리가 났습니다. 아마 다른 방에서 화장실을 사용하면 변기에서 쿠르릉하는 소리가 나는것 같았는데 편히 쉬려고 간 숙소에서 그런일을 겪는것은 그리 유쾌한 일이 아닐겁니다.,3,1,
1184,2021년 5월,"충전기가 없었다
화장실 물이 안내려감(수동으로 위 뚜껑 열고 조치함)",3,1,
1185,2021년 5월,"직원들 로봇인줄
결제할때 디파짓 있는거 알고있는데 봉사료 붙는다고 얘기도 안해주고
수영장에 탈의안되는거 까먹고 수영장내려갔는데
수영복 입고 내려오라는 말이 그렇게 어려운지
왼쪽으로 가래서 갔는데 뻘쭘하게 탈의실 갔다가 쫓겨남
여러분 공부하고가세요 공부 ㅋㅋ",3,1,
1186,2021년 5월,"상비약이 없어서 조금 아쉬웠어요.
대부분 큰 호텔은 상비약을 구비하고 있는데, 큰 약도 아니고 진통제 같은 상비약은 가지고 있는 부분이 좋을 것 같다는 생각을 했습니다.
그 외 서비스는 다 좋았어요.",3,1,
1187,2021년 5월,옆방 대화소리가 너무 잘들리더라구요,3,1,
1188,2021년 5월,코로나로 인해 룸서비스가 너무 일찍 마감되었어요 ㅠㅠ,3,1,
1189,2021년 5월,화장실이 좀 좁았어요,3,1,
1190,2021년 5월,방음이 살짝 아쉬웠다 옆방의 문닫는 소리 초인종 소리가 신경쓰일 정도,3,1,
1191,2021년 5월,"낙후됨, 서비스 별로(줄서서기다림)",3,1,
1192,2021년 5월,"2박 연박했는데 객실청소 미리 부탁드렸는데도 늦어져서 저녁6시 야외수영장에서 가운입고 올라가 샤워도 못하고
벌벌 떨면서 객실청소가 끝나기를 복도에서 20분이나 기다렸어야 했습니다. 
객실에서 물건을 분실하였는데 청소하신분이 본적없다고 얘기하고 그것으로 끝! 더이상의 성의도 보이지 않았습니다.",3,1,
1193,2021년 5월,"대기줄이 길었다고 합니다. 금방 해결되었다고 합니다.
제가 확인을 제대로 못해 조식불포함으로 구매를 해서, 조식포함으로 구매하는 것을 추천.",3,1,
1194,2021년 5월,"아쉬웠던건 편의시설, 편의점 음식점들이 가까지 있진 않아서, 룸서비스로 이용했어요! 대신 룸서비스 음식이 맛있어서 좋았네요!! 그리고 모범 택시를 탔는데, 택시 기사님이 불친절해서 좀 기분이 상하긴 했어요.
하얏트 직원분이 문을 열어주셔서 탔는데, 기사님이 마스크를 벗고 있어 기분이 이상했는데, 마지막에 내리기 10분전에 
길 방향 문제로 언성이 높아졌어요!! 제가 왜 화를 내냐고 하니까, 그제서야 죄송하다고 하셨는데 아이와 내려서 업고 집까지 걸어왔네요!!! 모범 택시 기사님들 마스크 착용여부 꼭 확인해주세요!!!",3,1,
1195,2021년 5월,방음이 너무안돼요 옆방에서 민망한소리나서 새벽내내 잠을못잤어요,3,1,
1196,2021년 5월,커피 숟가락이 깨끗하지 않은 점 말고는 모두 만족합니다!,3,1,
1197,2021년 6월,"청소가 덜되어있고, 체크인시간이 너무깁니다.",3,1,
1198,2021년 6월,"수영장 한번만 이용이 너무아쉬웠고
샤워커튼에서 냄새나요 ㅠ",3,1,
1199,2021년 6월,방에서 외부 소음이 다 들려 좀 불편했습니다,3,1,
1200,2021년 6월,"야외 수영장에서 음식시켜먹는데 생맥주담당하시는 듯 하는데 남자분..표정부터 기분나빠보였고 말투도 상당히 기분나빴어요
그리고 체크아웃 밀려서 익스프레스 체크아웃하고 나와서 주차비결제때문에 다시 들어가서 나중에 확인해보니 주차비 이중결제했어요
다시는 안갈듯하네요!",3,1,
1201,2021년 6월,거의 전부를 개선.,3,1,
1202,2021년 6월,타 호텔보다 화장실이 좁아서 아쉬웠어요.,3,1,
1203,2021년 6월,"객실 및 욕실이 작은것은 알고갔으니 괜찮지만, 소모품들이 너무 낡았습니다. 특히 냉장고, 드라이기 등 소형가전이 요새는 모텔에서도 안쓸것같은 기종이어서 놀라웠고 시트 및 베겟잇의 심각한 얼룩, 가운 및 수건 구멍과 헤짐 등 동급의 호텔에서 보기어려운 낡은 소모품들이 눈에 띄었는데 저만 이런게 온건지..
그리고 얼리체크인이 안되는점, 그렇다면 체크인할때 대기할 공간이라도 충분히 있어야 되는데 요즘같은 시기에 통로에 길게 줄세워 체크인 하게 하는점이 당황스러웠습니다.
더 당황스러운 점은 체크인 소요시간이 길었던 점에 대해 말씀드렸더니 체크아웃시간을 12시로 한시간 조정해 주셨는데, 이부분은 멤버십 가입하면 다 해당되는 건데 체크인시 멤버십 가입안내도 안해주셔서.. 나중에 따로 찾아보고 알았구요.. 포인트 적립같은것도 있는줄도 몰랐고 체크아웃하고나서 인터넷 검색해보니 멤버십이 있고 보통 체크인할때 안내 해준다고 써있어서 전화해보니 이미 체크아웃한 건에 대해서는 적용해주기 어렵다는 답변만 받았습니다.
가장 이해하기 어려웠던 부분은 3인 숙박 예약을해서 추가비용을 요구대로 전부 지불했는데도 커피캡슐, 욕실소모품 등을 2인분만 배치하는것이 원칙이라는 답변을 하시면서 별도 추가 비용을 요구했다는 점입니다. 저희가 시트얼룩 관련해서 컴플레인한 건이 있어 그냥 주시긴 했는데, 체크아웃하고 영수증 보니 추가인원에 따른 서비스비용 다 계산 하셧던데 왜 2인분의 서비스가 원칙이라는 말씀이신지 상식적으로 이해가 가지를 않았습니다.
이런저런 불편 발생원들을 직원분들의 노력과 친절함으로^^; 어렵게 메꾸고 있다는 생각이 들었구요, 역사있는 호텔인데 전보다 못한 부분이 많아 안타까움이 느껴졌습니다.
다음에 또 가게되면 200% 야외수영장^^; 때문인걸로..",3,1,
1204,2021년 6월,"주차비 받는 호텔은 처음, 룸 환기가 잘 되지 않아서 먼지가 굉장히 많은 편이라 아침에 일어났는데 두통에 시달림. 호텔 수영장에서 수영모 안빌려주는 것도 처음임. 아쉬운 부분이 굉장히 많은 호텔이었음.",3,1,
1205,2021년 6월,수영장 이용에 불편함,3,1,
1206,2021년 6월,룸에 욕조 없는게 조금 아쉬웠습니다,3,1,
1207,2021년 6월,"입실하자마자 화장실 고장으로 직원방문하여 수리
냉장고 전원은 들어와있으나 냉장고 기능 전혀 안됨
객실내부 상부부분에 먼지 엄청 많음",3,1,
1208,2021년 6월,택시나 차를 타고 이용해야 했던 점이 아쉽지만 만족하고 남산뷰와 한강뷰를 모두 경험해본 사람으로써 둘다 만족 스럽습니다.,3,1,
1209,2021년 6월,수영장 직원들 불친절 말투부터 별로임 조식메뉴 매일똑같아서 아쉬움,3,1,
1210,2021년 6월,방음이 잘 되지 않는 것 같아요 물론 이번 숙박에서는 조용했지만 다음 번에도 조용한 객실로 이용해야할 것 같아요,3,1,
1211,2021년 6월,"숙박객에게까지 주차비용을 만원이나 지불하게하는게 조금 이해가가지않았어요 ㅎ 
예약시에 명시되어있으면 좋을 것 같아요 
또한 방에 들어왔을때 청소용품들이 그대로 있었고 해서 제대로 청소가 되었는지 살짝의구심이 들기도했습니다.
그리고 방끼리 방음이 잘 되지않아서 그부분도 불편했습니다. 
드라이기가 엄청 옛날거에요..우리집에서도 10년전에썼을 법한 그런것 ..",3,1,
1212,2021년 6월,정원이나 주변에 쉴만한 데가 없음,3,1,
1213,2021년 7월,"시설이 단정하나 올드한 느낌을 지울수 없음
조식 부실",3,1,
1214,2021년 7월,"침대사이즈 , 방사이즈,  1층 식당 음식맛",3,1,
1215,2021년 7월,"조용한방을 원했지만 새벽까지 너무 너무 시끄러웠음
룸에 내가 버린 쓰레기가 아닌 쓰레기가 그대로 있어서 애기가 주워먹음",3,1,
1216,2021년 7월,수압이약하고 물이 잘안빠져요ㅠ,3,1,
1217,2021년 7월,케잌을 샀는데 보관할 수 있는 냉장고 공간이 있었으면 했어요,3,1,
1218,2021년 7월,화장실 욕조에 머리카락있는거 제가치웠습니다,3,1,
1219,2021년 7월,딱히 아쉬웠던 점은 시그니처 향이 독하다는 거,3,1,
1220,2021년 7월,"서울을대표하는 5성 호텔중 하나인 그랜드 하얏트호텔인데 수영장숙박기간동안 2인1회 이용가능한건 사실 인원이 많이 몰리다보니 어느정도 이해할수있습니다..
그러나 샴페인글라스를 요청했더니 1개당5천원을받네요.. 아주유명브랜드의 샴페인글라스가오나했더니 6800원짜리 글라스를 5천원을받고 빌려주네요.. 차라리 판매를하시지... 출차역시 투숙객에게 주차비 1만원을 받습니다.. 그런부분에서 비지니스호텔 같다는 느낌을 많이 받게되네요.. 그2만원이 아까워서라기보다 서울을 대표하는 5성호텔중에 하나인 그랜드하얏트에서 이러한 작은서비스에까지 추가차지를 요구하는게 참 속상하네요.. 
숙박비를 몇만원더 올린다하더라도 그랜드 하얏트라는 굳건한 이미지덕에 찾아올텐데... 오히려 이런부분들이 서비스에대한 이미지가 더실추되는거같네요..",3,1,
